,Concurso,Numeros,Ganhadores
1032,1075,"[1, 2, 6, 9, 10, 12, 15, 16, 17, 18, 21, 22, 23, 24, 25]",1
1033,1074,"[1, 4, 7, 8, 9, 10, 11, 13, 17, 20, 21, 22, 23, 24, 25]",2
1034,1073,"[1, 3, 4, 5, 6, 7, 13, 16, 17, 19, 20, 21, 22, 23, 24]",0
1035,1072,"[1, 2, 3, 4, 5, 7, 9, 13, 14, 15, 17, 20, 22, 23, 25]",5
1036,1071,"[2, 3, 4, 5, 6, 10, 11, 12, 13, 14, 16, 17, 21, 22, 24]",2
1037,1070,"[4, 9, 10, 11, 12, 13, 16, 18, 19, 20, 21, 22, 23, 24, 25]",1
1038,1069,"[1, 3, 4, 8, 10, 11, 12, 13, 15, 16, 17, 22, 23, 24, 25]",4
1039,1068,"[2, 6, 7, 10, 11, 13, 14, 15, 16, 17, 18, 20, 21, 22, 24]",1
1040,1067,"[1, 2, 3, 4, 5, 7, 10, 11, 13, 14, 15, 17, 21, 22, 25]",3
1041,1066,"[2, 4, 5, 6, 10, 11, 14, 16, 17, 18, 19, 21, 22, 23, 24]",1
1042,1065,"[2, 3, 4, 5, 6, 12, 14, 15, 17, 19, 20, 21, 22, 24, 25]",6
1043,1064,"[2, 3, 7, 8, 9, 10, 11, 14, 15, 16, 18, 19, 21, 24, 25]",3
1044,1063,"[2, 5, 6, 7, 10, 12, 13, 14, 15, 16, 20, 21, 22, 24, 25]",2
1045,1062,"[3, 4, 5, 7, 8, 9, 11, 13, 15, 16, 17, 19, 20, 23, 25]",6
1046,1061,"[2, 3, 5, 7, 8, 9, 12, 14, 15, 16, 19, 21, 22, 23, 24]",0
1047,1060,"[1, 2, 4, 5, 7, 8, 13, 14, 15, 16, 17, 20, 21, 22, 23]",8
1048,1059,"[1, 2, 3, 5, 7, 8, 11, 14, 15, 16, 19, 20, 21, 22, 24]",6
1049,1058,"[4, 5, 6, 7, 9, 12, 13, 16, 17, 18, 20, 21, 22, 24, 25]",0
1050,1057,"[1, 4, 6, 7, 8, 9, 11, 13, 14, 16, 19, 20, 21, 23, 25]",2
1051,1056,"[2, 4, 5, 6, 8, 9, 10, 11, 14, 15, 18, 19, 21, 22, 23]",1
1052,1055,"[1, 2, 3, 7, 8, 9, 10, 12, 13, 14, 18, 22, 23, 24, 25]",7
1053,1054,"[2, 3, 4, 5, 6, 9, 12, 13, 15, 16, 17, 18, 20, 24, 25]",0
1054,1053,"[1, 2, 3, 4, 6, 11, 12, 13, 14, 15, 17, 18, 22, 23, 24]",2
1055,1052,"[1, 3, 4, 5, 6, 8, 10, 11, 16, 17, 18, 20, 21, 23, 24]",1
1056,1051,"[2, 3, 4, 7, 8, 10, 11, 13, 14, 16, 18, 20, 21, 23, 25]",47
1057,1050,"[2, 3, 4, 7, 8, 10, 11, 13, 14, 16, 18, 20, 21, 23, 25]",47
1058,1049,"[1, 4, 6, 7, 10, 12, 13, 15, 16, 17, 19, 21, 22, 24, 25]",3
1059,1048,"[1, 2, 3, 5, 6, 7, 9, 10, 15, 16, 17, 18, 20, 21, 25]",3
1060,1047,"[4, 7, 8, 9, 10, 11, 12, 15, 16, 17, 20, 21, 22, 24, 25]",5
1061,1046,"[3, 4, 5, 7, 8, 11, 12, 13, 14, 18, 20, 21, 22, 23, 25]",2
1062,1045,"[2, 3, 5, 6, 9, 11, 15, 16, 17, 20, 21, 22, 23, 24, 25]",4
1063,1044,"[2, 4, 5, 6, 7, 8, 10, 11, 12, 15, 17, 20, 23, 24, 25]",5
1064,1043,"[1, 2, 6, 7, 8, 9, 10, 11, 12, 14, 17, 18, 19, 24, 25]",1
1065,1042,"[1, 3, 6, 7, 8, 9, 10, 11, 14, 15, 16, 19, 21, 22, 24]",2
1066,1041,"[1, 3, 5, 7, 10, 12, 13, 15, 17, 19, 20, 21, 23, 24, 25]",23
1067,1040,"[1, 2, 4, 6, 8, 9, 10, 12, 13, 16, 20, 21, 22, 23, 25]",3
1068,1039,"[1, 2, 3, 8, 9, 12, 13, 14, 15, 18, 19, 20, 21, 22, 24]",8
1069,1038,"[2, 6, 7, 8, 9, 10, 13, 16, 17, 18, 19, 20, 21, 24, 25]",4
1070,1037,"[1, 5, 6, 9, 10, 11, 12, 15, 17, 18, 20, 21, 23, 24, 25]",5
1071,1036,"[4, 5, 7, 9, 10, 11, 12, 14, 17, 18, 19, 20, 21, 22, 24]",5
1072,1035,"[4, 6, 7, 9, 12, 13, 14, 15, 18, 19, 20, 21, 22, 23, 25]",2
1073,1034,"[2, 3, 4, 6, 8, 10, 12, 13, 14, 17, 18, 19, 20, 21, 23]",13
1074,1033,"[3, 4, 6, 7, 8, 12, 13, 14, 16, 17, 18, 21, 22, 23, 24]",17
1075,1032,"[1, 2, 3, 4, 6, 8, 10, 11, 13, 14, 16, 17, 18, 20, 23]",1
1076,1031,"[1, 2, 4, 5, 6, 9, 11, 12, 14, 15, 17, 19, 20, 22, 24]",5
1077,1030,"[1, 2, 3, 4, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 23]",3
1078,1029,"[1, 2, 3, 6, 8, 11, 13, 14, 17, 18, 19, 22, 23, 24, 25]",4
1079,1028,"[4, 5, 6, 7, 8, 9, 10, 11, 16, 17, 19, 20, 23, 24, 25]",1
1080,1027,"[1, 3, 5, 6, 8, 9, 10, 12, 14, 15, 16, 19, 21, 23, 25]",18
1081,1026,"[1, 3, 5, 6, 8, 9, 10, 12, 14, 15, 16, 19, 21, 23, 25]",18
1082,1025,"[1, 5, 6, 7, 11, 12, 14, 15, 16, 18, 19, 20, 21, 23, 24]",3
1083,1024,"[1, 2, 4, 7, 9, 10, 11, 12, 13, 14, 17, 20, 21, 22, 23]",1
1084,1023,"[1, 2, 3, 6, 7, 8, 9, 11, 13, 14, 16, 18, 21, 22, 23]",5
1085,1022,"[1, 3, 4, 5, 7, 8, 9, 10, 14, 16, 18, 21, 22, 24, 25]",1
1086,1021,"[1, 5, 6, 9, 10, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23]",2
1087,1020,"[2, 3, 5, 7, 9, 11, 12, 13, 15, 16, 18, 19, 20, 21, 24]",5
1088,1019,"[1, 2, 3, 4, 5, 7, 8, 10, 12, 17, 18, 20, 21, 22, 23]",4
1089,1018,"[2, 4, 5, 7, 8, 10, 11, 12, 14, 16, 17, 18, 19, 22, 24]",10
1090,1017,"[1, 2, 3, 4, 8, 9, 10, 11, 12, 15, 16, 17, 19, 21, 23]",4
1091,1016,"[1, 2, 3, 5, 6, 11, 12, 14, 15, 16, 19, 20, 21, 23, 25]",3
1092,1015,"[1, 2, 3, 5, 6, 7, 8, 13, 15, 16, 17, 18, 20, 21, 23]",5
1093,1014,"[1, 2, 8, 9, 10, 12, 13, 14, 17, 18, 20, 22, 23, 24, 25]",7
1094,1013,"[1, 2, 3, 4, 5, 7, 10, 11, 13, 17, 18, 19, 20, 21, 23]",2
1095,1012,"[1, 2, 7, 9, 11, 12, 14, 15, 16, 17, 18, 21, 22, 24, 25]",2
1096,1011,"[1, 3, 4, 5, 7, 9, 10, 13, 15, 17, 18, 19, 23, 24, 25]",11
1097,1010,"[1, 2, 4, 6, 8, 10, 11, 13, 14, 15, 16, 19, 21, 22, 23]",1
1098,1009,"[2, 4, 6, 9, 10, 11, 12, 14, 15, 17, 18, 19, 20, 22, 24]",5
1099,1008,"[1, 3, 6, 7, 8, 9, 10, 12, 13, 16, 17, 18, 19, 21, 22]",3
1100,1007,"[1, 2, 3, 6, 7, 9, 10, 11, 12, 18, 20, 22, 23, 24, 25]",3
1101,1006,"[1, 3, 4, 5, 6, 7, 9, 13, 14, 15, 16, 20, 22, 23, 24]",0
1102,1005,"[1, 5, 7, 9, 10, 12, 14, 15, 16, 18, 19, 20, 21, 22, 24]",6
1103,1004,"[1, 2, 3, 6, 10, 12, 14, 15, 18, 19, 20, 21, 22, 24, 25]",2
1104,1003,"[1, 2, 3, 6, 8, 10, 12, 14, 16, 17, 19, 20, 21, 23, 25]",20
1105,1002,"[3, 4, 8, 10, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 24]",3
1106,1001,"[5, 6, 7, 8, 10, 11, 12, 13, 14, 17, 19, 20, 21, 23, 25]",2
1107,1000,"[2, 3, 4, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22]",5
1108,999,"[1, 2, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 18, 21, 24]",13
1109,998,"[1, 2, 3, 4, 5, 9, 11, 12, 14, 17, 19, 20, 21, 22, 23]",4
1110,997,"[2, 4, 5, 7, 9, 10, 12, 15, 16, 17, 18, 19, 22, 23, 24]",1
1111,996,"[2, 3, 4, 6, 7, 9, 13, 16, 17, 18, 20, 21, 23, 24, 25]",6
1112,995,"[1, 2, 3, 4, 7, 8, 9, 12, 13, 14, 17, 20, 22, 23, 24]",8
1113,994,"[3, 5, 7, 8, 9, 11, 12, 13, 14, 15, 16, 18, 22, 23, 25]",4
1114,993,"[2, 4, 5, 7, 9, 10, 12, 14, 17, 20, 21, 22, 23, 24, 25]",13
1115,992,"[1, 3, 4, 5, 7, 8, 9, 10, 11, 13, 15, 17, 19, 20, 24]",3
1116,991,"[1, 2, 5, 6, 7, 9, 12, 14, 15, 17, 18, 21, 22, 24, 25]",2
1117,990,"[1, 5, 6, 7, 8, 10, 11, 12, 13, 15, 16, 19, 20, 22, 24]",3
1118,989,"[3, 4, 6, 8, 9, 10, 13, 14, 15, 17, 18, 19, 22, 23, 24]",10
1119,988,"[1, 3, 5, 7, 9, 11, 12, 13, 15, 16, 17, 19, 20, 24, 25]",7
1120,987,"[2, 4, 5, 6, 7, 9, 11, 12, 13, 15, 18, 19, 20, 22, 23]",8
1121,986,"[1, 2, 5, 7, 11, 13, 14, 15, 16, 18, 20, 21, 22, 23, 24]",1
1122,985,"[3, 4, 6, 7, 9, 12, 13, 14, 17, 18, 21, 22, 23, 24, 25]",9
1123,984,"[2, 4, 8, 9, 10, 11, 12, 13, 15, 20, 21, 22, 23, 24, 25]",3
1124,983,"[2, 4, 5, 6, 7, 8, 10, 11, 14, 15, 16, 18, 19, 21, 25]",3
1125,982,"[1, 3, 4, 5, 6, 7, 9, 13, 14, 17, 18, 20, 21, 23, 24]",5
1126,981,"[1, 2, 3, 4, 6, 8, 9, 12, 16, 18, 19, 21, 22, 24, 25]",1
1127,980,"[1, 2, 6, 7, 8, 9, 10, 11, 12, 13, 17, 20, 21, 22, 24]",2
1128,979,"[2, 5, 6, 7, 8, 9, 10, 14, 16, 19, 21, 22, 23, 24, 25]",7
1129,978,"[3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 18, 25]",2
1130,977,"[1, 2, 6, 7, 8, 10, 11, 13, 14, 17, 18, 20, 22, 23, 24]",2
1131,976,"[1, 2, 3, 4, 6, 7, 10, 11, 13, 14, 19, 21, 23, 24, 25]",7
1132,975,"[1, 2, 4, 6, 7, 10, 11, 12, 13, 14, 16, 17, 19, 20, 24]",2
1133,974,"[1, 4, 6, 7, 8, 9, 10, 12, 14, 15, 17, 19, 21, 22, 24]",5
1134,973,"[1, 2, 3, 5, 6, 8, 11, 14, 15, 18, 20, 21, 22, 24, 25]",3
1135,972,"[1, 3, 6, 8, 11, 13, 14, 15, 16, 20, 21, 22, 23, 24, 25]",4
1136,971,"[3, 4, 5, 6, 7, 9, 10, 11, 18, 20, 21, 22, 23, 24, 25]",2
1137,970,"[1, 3, 6, 8, 9, 10, 12, 15, 17, 18, 19, 20, 21, 23, 24]",4
1138,969,"[1, 3, 4, 5, 9, 10, 11, 12, 16, 17, 18, 19, 20, 22, 24]",1
1139,968,"[2, 3, 4, 5, 7, 9, 11, 13, 14, 16, 18, 19, 20, 21, 25]",3
1140,967,"[2, 3, 4, 6, 8, 9, 10, 11, 16, 17, 20, 21, 22, 23, 25]",1
1141,966,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 17, 19, 21, 22, 25]",5
1142,965,"[3, 4, 8, 9, 10, 11, 13, 14, 15, 16, 18, 19, 21, 22, 24]",2
1143,964,"[1, 2, 3, 4, 7, 9, 10, 11, 15, 17, 18, 19, 20, 21, 23]",1
1144,963,"[3, 4, 6, 7, 9, 10, 11, 14, 15, 16, 17, 18, 19, 23, 24]",2
1145,962,"[1, 4, 6, 8, 9, 11, 13, 14, 15, 17, 20, 21, 22, 23, 25]",4
1146,961,"[1, 2, 3, 4, 5, 7, 9, 11, 12, 15, 18, 20, 21, 22, 25]",4
1147,960,"[1, 2, 3, 4, 6, 7, 10, 12, 14, 16, 17, 18, 20, 21, 24]",5
1148,959,"[2, 5, 6, 9, 11, 12, 14, 16, 19, 20, 21, 22, 23, 24, 25]",5
1149,958,"[1, 4, 5, 6, 9, 12, 13, 14, 16, 17, 19, 20, 21, 22, 24]",6
1150,957,"[1, 3, 4, 5, 6, 7, 8, 13, 15, 16, 21, 22, 23, 24, 25]",4
1151,956,"[2, 3, 4, 5, 6, 8, 11, 12, 13, 16, 17, 18, 19, 21, 22]",7
1152,955,"[1, 2, 4, 5, 7, 9, 10, 11, 12, 13, 14, 16, 18, 21, 24]",8
1153,954,"[3, 5, 6, 8, 10, 11, 12, 13, 14, 16, 18, 20, 23, 24, 25]",4
1154,953,"[1, 2, 5, 6, 7, 9, 10, 12, 13, 14, 15, 16, 18, 21, 24]",3
1155,952,"[1, 2, 5, 6, 7, 9, 10, 12, 13, 14, 15, 16, 18, 21, 24]",3
1156,951,"[1, 3, 4, 6, 8, 11, 12, 14, 17, 18, 19, 21, 22, 23, 25]",66
1157,950,"[2, 4, 5, 7, 8, 9, 12, 13, 14, 17, 18, 19, 20, 21, 25]",5
1158,949,"[1, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 21, 23]",3
1159,948,"[1, 2, 5, 6, 8, 9, 11, 13, 16, 17, 18, 19, 21, 22, 24]",0
1160,947,"[1, 2, 3, 5, 7, 9, 10, 11, 12, 15, 16, 18, 20, 22, 24]",8
1161,946,"[1, 7, 8, 9, 10, 14, 16, 17, 18, 19, 20, 21, 22, 24, 25]",3
1162,945,"[2, 3, 4, 5, 6, 9, 11, 13, 18, 19, 20, 21, 23, 24, 25]",2
1163,944,"[1, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 21, 24, 25]",3
1164,943,"[3, 4, 5, 6, 9, 10, 12, 13, 14, 15, 17, 18, 21, 22, 23]",5
1165,942,"[1, 3, 4, 5, 6, 7, 11, 12, 13, 18, 19, 20, 21, 22, 24]",7
1166,941,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 15, 16, 18, 23, 25]",2
1167,940,"[2, 3, 4, 6, 7, 9, 13, 14, 16, 17, 18, 19, 20, 24, 25]",8
1168,939,"[1, 4, 5, 6, 7, 9, 10, 11, 15, 16, 18, 19, 20, 21, 25]",5
1169,938,"[2, 3, 4, 6, 7, 10, 11, 13, 15, 16, 17, 18, 19, 20, 25]",2
1170,937,"[1, 2, 6, 9, 10, 11, 12, 13, 14, 16, 19, 20, 23, 24, 25]",2
1171,936,"[1, 2, 3, 4, 6, 7, 8, 13, 15, 17, 18, 19, 20, 23, 25]",5
1172,935,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 14, 18, 19, 22, 23]",7
1173,934,"[2, 3, 4, 8, 9, 10, 11, 14, 19, 20, 21, 22, 23, 24, 25]",6
1174,933,"[2, 3, 4, 5, 6, 7, 10, 11, 14, 15, 16, 17, 19, 23, 24]",4
1175,932,"[1, 4, 5, 8, 12, 13, 14, 15, 16, 18, 20, 21, 22, 23, 25]",3
1176,931,"[2, 3, 5, 6, 8, 10, 11, 12, 14, 16, 19, 20, 22, 24, 25]",19
1177,930,"[2, 3, 5, 6, 9, 11, 12, 14, 15, 16, 20, 22, 23, 24, 25]",4
1178,929,"[1, 2, 4, 5, 7, 8, 9, 10, 11, 14, 18, 20, 21, 23, 25]",2
1179,928,"[1, 4, 6, 8, 9, 10, 11, 12, 14, 15, 17, 19, 23, 24, 25]",3
1180,927,"[2, 3, 5, 6, 9, 11, 13, 14, 16, 17, 20, 21, 22, 23, 25]",4
1181,926,"[1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 19, 21, 24]",2
1182,925,"[1, 3, 4, 6, 7, 9, 12, 13, 14, 15, 16, 22, 23, 24, 25]",6
1183,924,"[1, 2, 6, 7, 8, 9, 10, 12, 14, 16, 17, 18, 19, 20, 24]",1
1184,923,"[1, 3, 4, 5, 6, 7, 10, 12, 14, 15, 19, 20, 22, 24, 25]",4
1185,922,"[2, 4, 5, 6, 8, 9, 12, 15, 16, 17, 20, 21, 22, 23, 24]",1
1186,921,"[1, 2, 3, 4, 7, 9, 12, 15, 16, 17, 18, 19, 21, 24, 25]",4
1187,920,"[1, 2, 3, 4, 5, 6, 10, 12, 13, 15, 16, 19, 20, 22, 23]",7
1188,919,"[1, 2, 3, 4, 5, 7, 9, 10, 11, 13, 14, 17, 19, 21, 22]",9
1189,918,"[1, 2, 3, 4, 6, 8, 9, 13, 14, 15, 16, 17, 21, 22, 23]",4
1190,917,"[1, 2, 3, 4, 5, 6, 11, 13, 14, 17, 19, 20, 21, 22, 24]",1
1191,916,"[1, 2, 3, 4, 5, 6, 7, 11, 13, 14, 17, 18, 19, 23, 24]",1
1192,915,"[1, 2, 4, 5, 6, 8, 10, 11, 13, 18, 20, 22, 23, 24, 25]",9
1193,914,"[1, 3, 4, 5, 6, 10, 11, 12, 15, 17, 18, 20, 22, 23, 24]",2
1194,913,"[3, 4, 5, 6, 10, 12, 13, 15, 17, 18, 19, 20, 22, 24, 25]",3
1195,912,"[2, 3, 4, 7, 10, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",1
1196,911,"[1, 2, 3, 5, 6, 8, 11, 13, 15, 17, 21, 22, 23, 24, 25]",3
1197,910,"[3, 4, 5, 6, 8, 9, 11, 13, 16, 17, 18, 19, 20, 24, 25]",5
1198,909,"[1, 2, 3, 5, 6, 7, 8, 10, 11, 12, 13, 18, 20, 21, 22]",4
1199,908,"[1, 2, 4, 6, 7, 9, 10, 12, 13, 15, 17, 18, 23, 24, 25]",7
1200,907,"[2, 3, 4, 5, 7, 8, 10, 13, 14, 15, 16, 20, 21, 22, 23]",2
1201,906,"[1, 2, 3, 5, 6, 7, 8, 9, 10, 12, 17, 18, 21, 22, 24]",1
1202,905,"[1, 4, 6, 8, 10, 11, 12, 13, 14, 16, 17, 20, 21, 22, 23]",3
1203,904,"[1, 5, 6, 7, 9, 10, 12, 13, 16, 17, 18, 19, 20, 22, 24]",3
1204,903,"[1, 2, 3, 4, 5, 6, 8, 10, 11, 13, 15, 16, 18, 20, 22]",29
1205,902,"[1, 2, 3, 4, 5, 6, 8, 9, 11, 17, 20, 21, 23, 24, 25]",1
1206,901,"[1, 2, 4, 6, 7, 10, 12, 13, 14, 16, 18, 22, 23, 24, 25]",1
1207,900,"[1, 2, 6, 7, 8, 10, 11, 12, 13, 15, 18, 20, 22, 24, 25]",4
1208,899,"[1, 4, 7, 9, 10, 12, 14, 15, 16, 17, 18, 20, 21, 23, 25]",8
1209,898,"[1, 4, 6, 8, 9, 10, 11, 12, 13, 14, 18, 20, 21, 24, 25]",0
1210,897,"[1, 2, 5, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 21, 23]",1
1211,896,"[1, 2, 3, 4, 6, 7, 8, 12, 13, 15, 17, 18, 19, 20, 23]",0
1212,895,"[2, 3, 4, 5, 6, 8, 11, 12, 13, 16, 17, 18, 19, 21, 25]",1
1213,894,"[1, 2, 5, 6, 9, 12, 13, 14, 15, 18, 19, 21, 22, 24, 25]",4
1214,893,"[1, 2, 3, 4, 5, 6, 8, 9, 11, 15, 16, 20, 22, 23, 24]",0
1215,892,"[1, 2, 3, 5, 6, 10, 13, 14, 16, 17, 19, 20, 21, 22, 24]",2
1216,891,"[1, 5, 6, 7, 8, 12, 14, 15, 16, 17, 19, 21, 23, 24, 25]",6
1217,890,"[1, 2, 3, 4, 5, 6, 7, 8, 11, 16, 17, 18, 19, 23, 24]",1
1218,889,"[2, 4, 5, 6, 7, 9, 11, 12, 13, 16, 18, 19, 21, 22, 25]",3
1219,888,"[1, 3, 6, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 24]",2
1220,887,"[1, 6, 8, 10, 11, 12, 15, 17, 18, 19, 20, 21, 23, 24, 25]",0
1221,886,"[1, 3, 4, 7, 8, 10, 11, 12, 13, 15, 16, 17, 20, 21, 23]",1
1222,885,"[2, 5, 7, 8, 9, 11, 12, 15, 16, 17, 18, 19, 22, 23, 24]",2
1223,884,"[1, 4, 7, 8, 9, 10, 12, 13, 15, 17, 18, 19, 20, 21, 25]",1
1224,883,"[3, 5, 6, 7, 8, 9, 10, 12, 16, 17, 18, 19, 21, 22, 25]",2
1225,882,"[1, 2, 7, 8, 10, 11, 12, 13, 14, 17, 18, 19, 22, 24, 25]",4
1226,881,"[1, 3, 4, 5, 6, 7, 8, 9, 15, 16, 19, 20, 21, 22, 23]",4
1227,880,"[2, 5, 6, 7, 8, 10, 14, 16, 18, 19, 21, 22, 23, 24, 25]",2
1228,879,"[2, 3, 4, 7, 9, 10, 12, 13, 15, 16, 18, 21, 22, 24, 25]",5
1229,878,"[1, 2, 3, 5, 6, 7, 10, 12, 13, 14, 16, 19, 22, 23, 25]",6
1230,877,"[3, 7, 8, 9, 10, 11, 13, 14, 15, 16, 18, 19, 21, 23, 25]",6
1231,876,"[3, 5, 6, 7, 9, 12, 13, 14, 16, 18, 20, 21, 23, 24, 25]",8
1232,875,"[2, 4, 6, 8, 9, 10, 12, 13, 15, 18, 21, 22, 23, 24, 25]",6
1233,874,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 16, 19, 20, 21, 23, 25]",5
1234,873,"[2, 3, 6, 7, 8, 9, 11, 12, 13, 14, 15, 17, 18, 22, 25]",0
1235,872,"[1, 2, 4, 5, 6, 7, 9, 10, 12, 13, 14, 17, 18, 22, 23]",12
1236,871,"[2, 4, 6, 8, 9, 10, 12, 13, 14, 15, 17, 19, 22, 23, 24]",10
1237,870,"[1, 2, 4, 5, 6, 7, 8, 10, 12, 13, 14, 16, 17, 18, 23]",5
1238,869,"[1, 3, 6, 9, 10, 11, 12, 14, 18, 20, 21, 22, 23, 24, 25]",6
1239,868,"[1, 2, 3, 8, 9, 10, 12, 13, 14, 16, 17, 19, 21, 22, 24]",9
1240,867,"[2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 21, 22, 25]",1
1241,866,"[1, 2, 3, 5, 7, 8, 9, 10, 11, 13, 14, 18, 20, 23, 24]",6
1242,865,"[1, 3, 4, 5, 6, 7, 10, 13, 18, 19, 20, 21, 22, 23, 25]",0
1243,864,"[3, 6, 8, 10, 12, 13, 15, 16, 17, 18, 19, 21, 22, 23, 24]",3
1244,863,"[1, 3, 4, 7, 8, 13, 15, 16, 17, 18, 19, 22, 23, 24, 25]",4
1245,862,"[1, 2, 3, 4, 5, 10, 13, 14, 15, 17, 18, 19, 20, 23, 24]",7
1246,861,"[1, 2, 3, 4, 6, 7, 9, 10, 11, 14, 15, 17, 19, 22, 23]",3
1247,860,"[3, 4, 5, 6, 7, 9, 10, 13, 14, 15, 16, 19, 22, 24, 25]",2
1248,859,"[1, 2, 3, 4, 5, 6, 9, 10, 11, 13, 14, 17, 18, 19, 20]",2
1249,858,"[1, 3, 4, 5, 6, 8, 9, 11, 12, 17, 19, 20, 22, 23, 25]",5
1250,857,"[1, 3, 4, 6, 8, 11, 13, 14, 15, 16, 18, 19, 20, 21, 24]",3
1251,856,"[2, 3, 7, 8, 9, 11, 12, 13, 15, 16, 19, 20, 22, 23, 25]",5
1252,855,"[1, 3, 4, 8, 9, 10, 11, 13, 14, 15, 17, 18, 23, 24, 25]",3
1253,854,"[1, 2, 3, 5, 8, 9, 10, 13, 14, 15, 17, 18, 20, 21, 22]",2
1254,853,"[1, 2, 3, 5, 8, 9, 10, 13, 14, 15, 17, 18, 20, 21, 22]",2
1255,852,"[2, 3, 5, 6, 8, 9, 11, 12, 17, 18, 19, 20, 21, 22, 23]",4
1256,851,"[1, 4, 5, 6, 7, 10, 13, 14, 15, 17, 18, 19, 20, 22, 24]",3
1257,850,"[2, 3, 5, 7, 8, 10, 13, 14, 18, 19, 20, 21, 22, 23, 24]",2
1258,849,"[1, 4, 5, 10, 12, 13, 14, 15, 16, 17, 18, 20, 23, 24, 25]",2
1259,848,"[2, 3, 5, 8, 9, 13, 14, 16, 17, 18, 19, 21, 23, 24, 25]",1
1260,847,"[1, 3, 5, 6, 7, 9, 10, 11, 13, 14, 17, 18, 20, 21, 25]",3
1261,846,"[1, 4, 6, 9, 10, 11, 13, 14, 15, 19, 20, 21, 23, 24, 25]",1
1262,845,"[2, 4, 6, 7, 11, 12, 14, 16, 18, 19, 21, 22, 23, 24, 25]",3
1263,844,"[1, 3, 5, 7, 8, 9, 10, 12, 15, 16, 17, 19, 22, 24, 25]",3
1264,843,"[3, 4, 7, 8, 11, 12, 13, 15, 16, 17, 19, 20, 21, 22, 24]",8
1265,842,"[3, 4, 5, 7, 10, 11, 13, 14, 15, 18, 19, 20, 21, 22, 24]",5
1266,841,"[1, 3, 5, 6, 8, 10, 12, 13, 14, 15, 16, 17, 20, 21, 24]",8
1267,840,"[2, 4, 6, 9, 11, 12, 13, 17, 18, 19, 20, 21, 22, 23, 25]",4
1268,839,"[2, 3, 4, 6, 7, 8, 13, 14, 16, 17, 19, 21, 22, 24, 25]",2
1269,838,"[2, 4, 5, 7, 9, 10, 11, 14, 15, 16, 18, 20, 21, 23, 24]",21
1270,837,"[1, 3, 7, 8, 10, 11, 12, 13, 14, 15, 16, 18, 20, 22, 24]",7
1271,836,"[2, 4, 7, 8, 9, 10, 12, 14, 15, 16, 18, 20, 21, 22, 25]",4
1272,835,"[1, 2, 4, 6, 8, 12, 14, 15, 16, 17, 18, 19, 21, 24, 25]",3
1273,834,"[2, 4, 7, 8, 9, 10, 11, 14, 16, 18, 19, 20, 21, 22, 23]",5
1274,833,"[2, 5, 6, 7, 10, 11, 12, 13, 16, 17, 18, 19, 20, 22, 25]",3
1275,832,"[2, 5, 6, 7, 8, 10, 11, 12, 15, 16, 19, 22, 23, 24, 25]",5
1276,831,"[1, 2, 3, 5, 9, 10, 11, 12, 14, 16, 17, 18, 20, 21, 22]",5
1277,830,"[1, 4, 6, 9, 10, 11, 12, 13, 14, 16, 17, 19, 21, 23, 24]",2
1278,829,"[2, 5, 7, 8, 9, 11, 13, 14, 16, 17, 18, 22, 23, 24, 25]",10
1279,828,"[1, 6, 7, 8, 9, 12, 14, 15, 17, 19, 20, 22, 23, 24, 25]",1
1280,827,"[1, 2, 4, 5, 7, 9, 10, 12, 13, 14, 16, 17, 21, 22, 24]",4
1281,826,"[3, 5, 6, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24]",2
1282,825,"[1, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 19, 22, 23, 25]",0
1283,824,"[2, 3, 4, 7, 11, 12, 13, 14, 15, 19, 20, 21, 22, 24, 25]",3
1284,823,"[1, 2, 4, 5, 9, 11, 12, 13, 14, 16, 19, 20, 22, 24, 25]",4
1285,822,"[2, 3, 5, 11, 12, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24]",1
1286,821,"[3, 4, 5, 7, 9, 10, 11, 12, 14, 16, 17, 21, 23, 24, 25]",2
1287,820,"[1, 2, 3, 5, 6, 7, 8, 9, 10, 13, 15, 16, 22, 23, 24]",2
1288,819,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 18, 19, 20, 21, 22]",36
